gi|835	14720	14945	R=0	-	14856	74	136
gi|835	10197	10426	R=0	-	10332	79	135
gi|835	8401	8538	R=0	-	8444	79	43
gi|835	7496	7723	R=0	-	7634	74	138
gi|835	4688	4810	R=0	-	4722	73	34
gi|835	3801	3937	R=0	-	3844	78	43
gi|835	2703	2907	R=0	-	2818	74	115
gi|835	1625	1798	R=0	+	1701	76	82
gi|835	653	879	R=0	+	730	77	134
gi|824	28245	28457	R=0	+	28323	78	119
gi|824	25904	26135	R=0	-	26041	79	137
gi|824	25180	25305	R=0	-	25214	76	34
gi|824	24474	24599	R=0	-	24508	76	34
gi|824	21892	22119	R=0	+	21968	76	136
gi|824	15684	15913	R=0	-	15819	79	135
gi|824	15052	15188	R=0	-	15095	78	43
gi|824	13862	13998	R=0	-	13905	78	43
gi|824	12513	12638	R=0	-	12547	76	34
gi|824	10802	11006	R=0	+	10876	74	115
gi|824	7082	7276	R=0	+	7144	62	117
gi|824	5326	5443	R=0	-	5353	75	27
gi|824	4045	4274	R=0	-	4183	76	138
gi|824	424	653	R=0	-	561	77	137
gi|824	146	282	R=0	+	224	78	43
gi|815	30710	30832	R=0	-	30744	73	34
gi|815	28296	28462	R=0	-	28373	74	77
gi|815	25564	25735	R=0	+	25638	74	82
gi|815	24291	24428	R=0	-	24334	79	43
gi|815	18494	18632	R=0	-	18537	80	43
gi|815	15011	15147	R=0	+	15089	78	43
gi|815	13878	14107	R=0	-	14013	79	135
gi|815	12264	12493	R=0	-	12399	79	135
gi|815	7262	7489	R=0	-	7396	78	134
gi|815	6179	6350	R=0	+	6253	74	82
gi|815	5734	5964	R=0	-	5869	80	135
gi|815	5312	5438	R=0	-	5346	77	34
gi|815	3072	3302	R=0	+	3152	80	135
gi|815	664	891	R=0	+	740	76	136
gi|792	20219	20355	R=0	+	20297	78	43
gi|792	14780	14946	R=0	+	14854	74	77
gi|792	11846	12075	R=0	-	11981	79	135
gi|792	10702	10824	R=0	-	10736	73	34
gi|792	10022	10250	R=0	-	10157	78	135
gi|792	8721	8946	R=0	-	8857	74	136
gi|792	775	1003	R=0	-	909	79	134
gi|770	31006	31144	R=0	-	31049	80	43
gi|770	22881	23004	R=0	-	22915	74	34
gi|770	21555	21681	R=0	-	21587	79	32
gi|770	19747	19978	R=0	-	19884	79	137
gi|770	18764	18992	R=0	-	18898	79	134
gi|770	12509	12635	R=0	-	12543	77	34
gi|770	11451	11588	R=0	-	11494	79	43
gi|770	10245	10473	R=0	-	10382	76	137
gi|770	9665	9897	R=0	-	9803	79	138
gi|770	8789	9018	R=0	-	8924	79	135
gi|770	7353	7582	R=0	-	7488	79	135
gi|770	3927	4063	R=0	-	3970	78	43
gi|770	3040	3269	R=0	-	3175	79	135
gi|751	41712	41940	R=0	-	41849	76	137
gi|751	41133	41364	R=0	-	41270	79	137
